module_name,category,phase,phase_name,purpose_output_goal,data_sources,auth_strategy,telemetry_tables,success_criteria,failure_modes,execution_frequency,runtime_estimate_minutes,owner_team,development_status,priority,impact_level,priority_score,batch_order_hint,integration_endpoints,credential_owner,secret_rotation_days,telemetry_schema_notes,expected_artifacts,rollback_plan
suspicious_powerShell_usage_monitor,Threat Detection & Hunting,10,Threat Intelligence & Risk Engine,Ingest IOCs from MISP and correlate with assets/findings to raise risk signals.,"MISP REST API, OTX, NVD CVE API",API keys per tenant stored in Vault; request signing where supported; rotate every 90 days.,"ti_events, ti_indicators, correlations",Feeds <15 min stale; correlation jobs produce matches; bounded alert volume.,Feed lag; parse errors; correlation stalled; quota exceeded.,15min,8,SecOps,ready,P0 - Critical,High,5.0,1,https://misp.<org>.local/; https://otx.alienvault.com/api/; https://services.nvd.nist.gov/rest/json/cves/2.0,SecOps via Vault,90,"ti_indicators(type text, value text, source text, ts) + bloom filter on value","IOC freshness log, correlation summary, risk alerts",Disable problematic feed; fall back to last indicators; retry with jitter; alert SecOps.
no_ip_forwarding_detector,Threat Detection & Hunting,10,Threat Intelligence & Risk Engine,Ingest IOCs from MISP and correlate with assets/findings to raise risk signals.,"MISP REST API, OTX, NVD CVE API",API keys per tenant stored in Vault; request signing where supported; rotate every 90 days.,"ti_events, ti_indicators, correlations",Feeds <15 min stale; correlation jobs produce matches; bounded alert volume.,Feed lag; parse errors; correlation stalled; quota exceeded.,15min,8,SecOps,ready,P0 - Critical,High,5.0,1,https://misp.<org>.local/; https://otx.alienvault.com/api/; https://services.nvd.nist.gov/rest/json/cves/2.0,SecOps via Vault,90,"ti_indicators(type text, value text, source text, ts) + bloom filter on value","IOC freshness log, correlation summary, risk alerts",Disable problematic feed; fall back to last indicators; retry with jitter; alert SecOps.
azure_ad_anomaly_authentication_monitor,Threat Detection & Hunting,10,Threat Intelligence & Risk Engine,Ingest IOCs from MISP and correlate with assets/findings to raise risk signals.,"MISP REST API, OTX, NVD CVE API",API keys per tenant stored in Vault; request signing where supported; rotate every 90 days.,"ti_events, ti_indicators, correlations",Feeds <15 min stale; correlation jobs produce matches; bounded alert volume.,Feed lag; parse errors; correlation stalled; quota exceeded.,15min,8,SecOps,ready,P0 - Critical,High,5.0,1,https://misp.<org>.local/; https://otx.alienvault.com/api/; https://services.nvd.nist.gov/rest/json/cves/2.0; https://management.azure.com/,SecOps via Vault,90,"ti_indicators(type text, value text, source text, ts) + bloom filter on value; azure_resources(raw jsonb)","IOC freshness log, correlation summary, risk alerts",Disable problematic feed; fall back to last indicators; retry with jitter; alert SecOps.
aws_guard_duty_finding_aggregator,Threat Detection & Hunting,10,Threat Intelligence & Risk Engine,Ingest IOCs from MISP and correlate with assets/findings to raise risk signals.,"MISP REST API, OTX, NVD CVE API",API keys per tenant stored in Vault; request signing where supported; rotate every 90 days.,"ti_events, ti_indicators, correlations",Feeds <15 min stale; correlation jobs produce matches; bounded alert volume.,Feed lag; parse errors; correlation stalled; quota exceeded.,15min,8,SecOps,ready,P0 - Critical,High,5.0,1,https://misp.<org>.local/; https://otx.alienvault.com/api/; https://services.nvd.nist.gov/rest/json/cves/2.0; sts:AssumeRole arn:aws:iam::<acct>:role/TenantraAudit,SecOps via Vault,90,"ti_indicators(type text, value text, source text, ts) + bloom filter on value; aws_config_snapshots(raw jsonb) partition by day","IOC freshness log, correlation summary, risk alerts",Disable problematic feed; fall back to last indicators; retry with jitter; alert SecOps.
gcp_security_command_center_finding_sync,Threat Detection & Hunting,10,Threat Intelligence & Risk Engine,Ingest IOCs from MISP and correlate with assets/findings to raise risk signals.,"MISP REST API, OTX, NVD CVE API, GCP Cloud Resource Manager",Workload identity federation or service account key in Vault kv/tenants/<tenant>/gcp,"ti_events, ti_indicators, correlations, cloud_assets, cloud_findings",Feeds <15 min stale; correlation jobs produce matches; bounded alert volume.,Feed lag; parse errors; correlation stalled; quota exceeded.,15min,8,CloudOps,ready,P0 - Critical,High,5.0,1,https://misp.<org>.local/; https://otx.alienvault.com/api/; https://services.nvd.nist.gov/rest/json/cves/2.0; https://cloudresourcemanager.googleapis.com/,SecOps via Vault,90,"ti_indicators(type text, value text, source text, ts) + bloom filter on value; gcp_assets(raw jsonb)","IOC freshness log, correlation summary, risk alerts",Disable problematic feed; fall back to last indicators; retry with jitter; alert SecOps.
endpoint_malware_behavioral_analysis,Threat Detection & Hunting,10,Threat Intelligence & Risk Engine,Ingest IOCs from MISP and correlate with assets/findings to raise risk signals.,"MISP REST API, OTX, NVD CVE API",API keys per tenant stored in Vault; request signing where supported; rotate every 90 days.,"ti_events, ti_indicators, correlations",Feeds <15 min stale; correlation jobs produce matches; bounded alert volume.,Feed lag; parse errors; correlation stalled; quota exceeded.,15min,8,SecOps,ready,P0 - Critical,High,5.0,1,https://misp.<org>.local/; https://otx.alienvault.com/api/; https://services.nvd.nist.gov/rest/json/cves/2.0,SecOps via Vault,90,"ti_indicators(type text, value text, source text, ts) + bloom filter on value","IOC freshness log, correlation summary, risk alerts",Disable problematic feed; fall back to last indicators; retry with jitter; alert SecOps.
cis_hardened_os_checker,Secure Configuration Management,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices, WinRM, OSQuery",Machine creds or agent keys in Vault kv/tenants/<tenant>/grc,"network_assets, network_findings, firewall_policies, compliance_results, control_evidence",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,GRC,design,P0 - Critical,High,5.0,1,https://panorama/api/; nmap://scanner; snmpv3://edge-fw; winrm://<host>; osquery://agent,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb); control_evidence(control_id text, host_id uuid, result text, evidence jsonb, ts timestamptz) partitioned by day","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export; Raw compliance_results export; Raw control_evidence export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
registry_service_hardening_checker,Secure Configuration Management,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw; winrm://<host>,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb); svc_inventory(host_id, svc_name, state) + idx(host_id, svc_name)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
ssh_key_hardening_validator,Secure Configuration Management,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
password_hash_algorithm_checker,Secure Configuration Management,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
local_admin_account_audit,Secure Configuration Management,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
o365_spoofing_email_detector,Identity & Access Management,2,Identity & Access Scanning,"Enumerate users, groups, roles, risky sign-ins and privileged assignments from Entra ID.","Microsoft Graph v1.0 (Users, Groups, DirectoryRoles, Audit), Sign-in logs",OAuth2 client credentials with Entra app registration (least-privileged scopes); secrets in Vault.,"identity_users, identity_groups, identity_roles, identity_findings",≥95% directory objects ingested; role assignments and risky states flagged with evidence.,Insufficient scopes; throttling; token expiry; API pagination errors.,hourly_deltas+nightly_full,20,IAM,in-progress,P0 - Critical,High,5.0,1,https://graph.microsoft.com/v1.0/users; https://graph.microsoft.com/v1.0/groups; https://graph.microsoft.com/v1.0/directoryRoles,IAM via Vault (kv/tenants/<tenant>/entra),90,"identity_users(id text primary key, tenant_id uuid, risk_level text, raw jsonb) + unique(tenant_id,id)","User/group CSV, role assignment report, risky exposure report; Raw identity_users export; Raw identity_groups export; Raw identity_roles export; Raw identity_findings export",Preserve last good snapshot; reduce scope; backoff and retry; alert IAM on-call.
aws_iam_user_activity_audit,Identity & Access Management,2,Identity & Access Scanning,"Enumerate users, groups, roles, risky sign-ins and privileged assignments from Entra ID.","Microsoft Graph v1.0 (Users, Groups, DirectoryRoles, Audit), Sign-in logs",OAuth2 client credentials with Entra app registration (least-privileged scopes); secrets in Vault.,"identity_users, identity_groups, identity_roles, identity_findings",≥95% directory objects ingested; role assignments and risky states flagged with evidence.,Insufficient scopes; throttling; token expiry; API pagination errors.,hourly_deltas+nightly_full,20,IAM,in-progress,P0 - Critical,High,5.0,1,https://graph.microsoft.com/v1.0/users; https://graph.microsoft.com/v1.0/groups; https://graph.microsoft.com/v1.0/directoryRoles; sts:AssumeRole arn:aws:iam::<acct>:role/TenantraAudit,IAM via Vault (kv/tenants/<tenant>/entra),90,"identity_users(id text primary key, tenant_id uuid, risk_level text, raw jsonb) + unique(tenant_id,id); aws_config_snapshots(raw jsonb) partition by day","User/group CSV, role assignment report, risky exposure report; Raw identity_users export; Raw identity_groups export; Raw identity_roles export; Raw identity_findings export",Preserve last good snapshot; reduce scope; backoff and retry; alert IAM on-call.
gcp_iam_role_binding_change_monitor,Identity & Access Management,2,Identity & Access Scanning,"Enumerate users, groups, roles, risky sign-ins and privileged assignments from Entra ID.","Microsoft Graph v1.0 (Users, Groups, DirectoryRoles, Audit), Sign-in logs, GCP Cloud Resource Manager",Workload identity federation or service account key in Vault kv/tenants/<tenant>/gcp,"identity_users, identity_groups, identity_roles, identity_findings, cloud_assets, cloud_findings",≥95% directory objects ingested; role assignments and risky states flagged with evidence.,Insufficient scopes; throttling; token expiry; API pagination errors.,hourly_deltas+nightly_full,20,CloudOps,in-progress,P0 - Critical,High,5.0,1,https://graph.microsoft.com/v1.0/users; https://graph.microsoft.com/v1.0/groups; https://graph.microsoft.com/v1.0/directoryRoles; https://cloudresourcemanager.googleapis.com/,IAM via Vault (kv/tenants/<tenant>/entra),90,"identity_users(id text primary key, tenant_id uuid, risk_level text, raw jsonb) + unique(tenant_id,id); gcp_assets(raw jsonb)","User/group CSV, role assignment report, risky exposure report; Raw identity_users export; Raw identity_groups export; Raw identity_roles export; Raw identity_findings export; Raw cloud_assets export; Raw cloud_findings export",Preserve last good snapshot; reduce scope; backoff and retry; alert IAM on-call.
azure_role_assignment_audit,Identity & Access Management,2,Identity & Access Scanning,"Enumerate users, groups, roles, risky sign-ins and privileged assignments from Entra ID.","Microsoft Graph v1.0 (Users, Groups, DirectoryRoles, Audit), Sign-in logs",OAuth2 client credentials with Entra app registration (least-privileged scopes); secrets in Vault.,"identity_users, identity_groups, identity_roles, identity_findings",≥95% directory objects ingested; role assignments and risky states flagged with evidence.,Insufficient scopes; throttling; token expiry; API pagination errors.,hourly_deltas+nightly_full,20,IAM,in-progress,P0 - Critical,High,5.0,1,https://graph.microsoft.com/v1.0/users; https://graph.microsoft.com/v1.0/groups; https://graph.microsoft.com/v1.0/directoryRoles; https://management.azure.com/,IAM via Vault (kv/tenants/<tenant>/entra),90,"identity_users(id text primary key, tenant_id uuid, risk_level text, raw jsonb) + unique(tenant_id,id); azure_resources(raw jsonb)","User/group CSV, role assignment report, risky exposure report; Raw identity_users export; Raw identity_groups export; Raw identity_roles export; Raw identity_findings export",Preserve last good snapshot; reduce scope; backoff and retry; alert IAM on-call.
sar_identity_store_sync_checker,Identity & Access Management,2,Identity & Access Scanning,"Enumerate users, groups, roles, risky sign-ins and privileged assignments from Entra ID.","Microsoft Graph v1.0 (Users, Groups, DirectoryRoles, Audit), Sign-in logs",OAuth2 client credentials with Entra app registration (least-privileged scopes); secrets in Vault.,"identity_users, identity_groups, identity_roles, identity_findings",≥95% directory objects ingested; role assignments and risky states flagged with evidence.,Insufficient scopes; throttling; token expiry; API pagination errors.,hourly_deltas+nightly_full,20,IAM,in-progress,P0 - Critical,High,5.0,1,https://graph.microsoft.com/v1.0/users; https://graph.microsoft.com/v1.0/groups; https://graph.microsoft.com/v1.0/directoryRoles,IAM via Vault (kv/tenants/<tenant>/entra),90,"identity_users(id text primary key, tenant_id uuid, risk_level text, raw jsonb) + unique(tenant_id,id)","User/group CSV, role assignment report, risky exposure report; Raw identity_users export; Raw identity_groups export; Raw identity_roles export; Raw identity_findings export",Preserve last good snapshot; reduce scope; backoff and retry; alert IAM on-call.
ssh_bruteforce_threshold_enforcer,Identity & Access Management,2,Identity & Access Scanning,"Enumerate users, groups, roles, risky sign-ins and privileged assignments from Entra ID.","Microsoft Graph v1.0 (Users, Groups, DirectoryRoles, Audit), Sign-in logs",OAuth2 client credentials with Entra app registration (least-privileged scopes); secrets in Vault.,"identity_users, identity_groups, identity_roles, identity_findings",≥95% directory objects ingested; role assignments and risky states flagged with evidence.,Insufficient scopes; throttling; token expiry; API pagination errors.,hourly_deltas+nightly_full,20,IAM,in-progress,P0 - Critical,High,5.0,1,https://graph.microsoft.com/v1.0/users; https://graph.microsoft.com/v1.0/groups; https://graph.microsoft.com/v1.0/directoryRoles,IAM via Vault (kv/tenants/<tenant>/entra),90,"identity_users(id text primary key, tenant_id uuid, risk_level text, raw jsonb) + unique(tenant_id,id)","User/group CSV, role assignment report, risky exposure report; Raw identity_users export; Raw identity_groups export; Raw identity_roles export; Raw identity_findings export",Preserve last good snapshot; reduce scope; backoff and retry; alert IAM on-call.
database_privilege_escalation_monitor,Identity & Access Management,2,Identity & Access Scanning,"Enumerate users, groups, roles, risky sign-ins and privileged assignments from Entra ID.","Microsoft Graph v1.0 (Users, Groups, DirectoryRoles, Audit), Sign-in logs",OAuth2 client credentials with Entra app registration (least-privileged scopes); secrets in Vault.,"identity_users, identity_groups, identity_roles, identity_findings",≥95% directory objects ingested; role assignments and risky states flagged with evidence.,Insufficient scopes; throttling; token expiry; API pagination errors.,hourly_deltas+nightly_full,20,IAM,in-progress,P0 - Critical,High,5.0,1,https://graph.microsoft.com/v1.0/users; https://graph.microsoft.com/v1.0/groups; https://graph.microsoft.com/v1.0/directoryRoles,IAM via Vault (kv/tenants/<tenant>/entra),90,"identity_users(id text primary key, tenant_id uuid, risk_level text, raw jsonb) + unique(tenant_id,id)","User/group CSV, role assignment report, risky exposure report; Raw identity_users export; Raw identity_groups export; Raw identity_roles export; Raw identity_findings export",Preserve last good snapshot; reduce scope; backoff and retry; alert IAM on-call.
automated_user_group_sync,Identity & Access Management,2,Identity & Access Scanning,"Enumerate users, groups, roles, risky sign-ins and privileged assignments from Entra ID.","Microsoft Graph v1.0 (Users, Groups, DirectoryRoles, Audit), Sign-in logs",OAuth2 client credentials with Entra app registration (least-privileged scopes); secrets in Vault.,"identity_users, identity_groups, identity_roles, identity_findings",≥95% directory objects ingested; role assignments and risky states flagged with evidence.,Insufficient scopes; throttling; token expiry; API pagination errors.,hourly_deltas+nightly_full,20,IAM,in-progress,P0 - Critical,High,5.0,1,https://graph.microsoft.com/v1.0/users; https://graph.microsoft.com/v1.0/groups; https://graph.microsoft.com/v1.0/directoryRoles,IAM via Vault (kv/tenants/<tenant>/entra),90,"identity_users(id text primary key, tenant_id uuid, risk_level text, raw jsonb) + unique(tenant_id,id)","User/group CSV, role assignment report, risky exposure report; Raw identity_users export; Raw identity_groups export; Raw identity_roles export; Raw identity_findings export",Preserve last good snapshot; reduce scope; backoff and retry; alert IAM on-call.
privileged_access_change_notifier,Identity & Access Management,2,Identity & Access Scanning,"Enumerate users, groups, roles, risky sign-ins and privileged assignments from Entra ID.","Microsoft Graph v1.0 (Users, Groups, DirectoryRoles, Audit), Sign-in logs",OAuth2 client credentials with Entra app registration (least-privileged scopes); secrets in Vault.,"identity_users, identity_groups, identity_roles, identity_findings",≥95% directory objects ingested; role assignments and risky states flagged with evidence.,Insufficient scopes; throttling; token expiry; API pagination errors.,hourly_deltas+nightly_full,20,IAM,in-progress,P0 - Critical,High,5.0,1,https://graph.microsoft.com/v1.0/users; https://graph.microsoft.com/v1.0/groups; https://graph.microsoft.com/v1.0/directoryRoles,IAM via Vault (kv/tenants/<tenant>/entra),90,"identity_users(id text primary key, tenant_id uuid, risk_level text, raw jsonb) + unique(tenant_id,id)","User/group CSV, role assignment report, risky exposure report; Raw identity_users export; Raw identity_groups export; Raw identity_roles export; Raw identity_findings export",Preserve last good snapshot; reduce scope; backoff and retry; alert IAM on-call.
mfa_challenge_failure_tracker,Identity & Access Management,2,Identity & Access Scanning,"Enumerate users, groups, roles, risky sign-ins and privileged assignments from Entra ID.","Microsoft Graph v1.0 (Users, Groups, DirectoryRoles, Audit), Sign-in logs",OAuth2 client credentials with Entra app registration (least-privileged scopes); secrets in Vault.,"identity_users, identity_groups, identity_roles, identity_findings",≥95% directory objects ingested; role assignments and risky states flagged with evidence.,Insufficient scopes; throttling; token expiry; API pagination errors.,hourly_deltas+nightly_full,20,IAM,in-progress,P0 - Critical,High,5.0,1,https://graph.microsoft.com/v1.0/users; https://graph.microsoft.com/v1.0/groups; https://graph.microsoft.com/v1.0/directoryRoles,IAM via Vault (kv/tenants/<tenant>/entra),90,"identity_users(id text primary key, tenant_id uuid, risk_level text, raw jsonb) + unique(tenant_id,id)","User/group CSV, role assignment report, risky exposure report; Raw identity_users export; Raw identity_groups export; Raw identity_roles export; Raw identity_findings export",Preserve last good snapshot; reduce scope; backoff and retry; alert IAM on-call.
inactive_service_account_disabler,Identity & Access Management,2,Identity & Access Scanning,"Enumerate users, groups, roles, risky sign-ins and privileged assignments from Entra ID.","Microsoft Graph v1.0 (Users, Groups, DirectoryRoles, Audit), Sign-in logs",OAuth2 client credentials with Entra app registration (least-privileged scopes); secrets in Vault.,"identity_users, identity_groups, identity_roles, identity_findings",≥95% directory objects ingested; role assignments and risky states flagged with evidence.,Insufficient scopes; throttling; token expiry; API pagination errors.,hourly_deltas+nightly_full,20,IAM,in-progress,P0 - Critical,High,5.0,1,https://graph.microsoft.com/v1.0/users; https://graph.microsoft.com/v1.0/groups; https://graph.microsoft.com/v1.0/directoryRoles; winrm://<host>,IAM via Vault (kv/tenants/<tenant>/entra),90,"identity_users(id text primary key, tenant_id uuid, risk_level text, raw jsonb) + unique(tenant_id,id); svc_inventory(host_id, svc_name, state) + idx(host_id, svc_name)","User/group CSV, role assignment report, risky exposure report; Raw identity_users export; Raw identity_groups export; Raw identity_roles export; Raw identity_findings export",Preserve last good snapshot; reduce scope; backoff and retry; alert IAM on-call.
user_role_conflict_detector,Identity & Access Management,2,Identity & Access Scanning,"Enumerate users, groups, roles, risky sign-ins and privileged assignments from Entra ID.","Microsoft Graph v1.0 (Users, Groups, DirectoryRoles, Audit), Sign-in logs",OAuth2 client credentials with Entra app registration (least-privileged scopes); secrets in Vault.,"identity_users, identity_groups, identity_roles, identity_findings",≥95% directory objects ingested; role assignments and risky states flagged with evidence.,Insufficient scopes; throttling; token expiry; API pagination errors.,hourly_deltas+nightly_full,20,IAM,in-progress,P0 - Critical,High,5.0,1,https://graph.microsoft.com/v1.0/users; https://graph.microsoft.com/v1.0/groups; https://graph.microsoft.com/v1.0/directoryRoles,IAM via Vault (kv/tenants/<tenant>/entra),90,"identity_users(id text primary key, tenant_id uuid, risk_level text, raw jsonb) + unique(tenant_id,id)","User/group CSV, role assignment report, risky exposure report; Raw identity_users export; Raw identity_groups export; Raw identity_roles export; Raw identity_findings export",Preserve last good snapshot; reduce scope; backoff and retry; alert IAM on-call.
sso_login_anomaly_monitor,Identity & Access Management,2,Identity & Access Scanning,"Enumerate users, groups, roles, risky sign-ins and privileged assignments from Entra ID.","Microsoft Graph v1.0 (Users, Groups, DirectoryRoles, Audit), Sign-in logs",OAuth2 client credentials with Entra app registration (least-privileged scopes); secrets in Vault.,"identity_users, identity_groups, identity_roles, identity_findings",≥95% directory objects ingested; role assignments and risky states flagged with evidence.,Insufficient scopes; throttling; token expiry; API pagination errors.,hourly_deltas+nightly_full,20,IAM,in-progress,P0 - Critical,High,5.0,1,https://graph.microsoft.com/v1.0/users; https://graph.microsoft.com/v1.0/groups; https://graph.microsoft.com/v1.0/directoryRoles,IAM via Vault (kv/tenants/<tenant>/entra),90,"identity_users(id text primary key, tenant_id uuid, risk_level text, raw jsonb) + unique(tenant_id,id)","User/group CSV, role assignment report, risky exposure report; Raw identity_users export; Raw identity_groups export; Raw identity_roles export; Raw identity_findings export",Preserve last good snapshot; reduce scope; backoff and retry; alert IAM on-call.
sdwan_config_compliance_checker,Network & Perimeter Security,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
endpoint_vpn_split_tunnel_monitor,Network & Perimeter Security,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
network_path_mtu_checker,Network & Perimeter Security,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
firewall_unused_rule_optimizer,Network & Perimeter Security,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
nat_translation_monitor,Network & Perimeter Security,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
